partida_id,rodada,clube,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios
7137,26,Fluminense,5,2,61.0,453,85.0,18,4,0,0,6
7137,26,Atlético Goianiense,11,5,39.0,278,78.0,17,3,0,0,11
7138,26,Sport,9,2,43.0,402,85.0,21,2,0,2,3
7138,26,Grêmio,13,1,57.0,518,87.0,9,1,1,2,7
7139,26,Internacional,12,4,41.0,327,75.0,13,4,0,1,4
7139,26,Palmeiras,13,0,59.0,440,80.0,23,2,0,1,8
7140,26,Botafogo,18,3,55.0,409,88.0,18,1,0,2,11
7140,26,Coritiba,10,4,45.0,344,79.0,14,3,0,2,4
7142,26,Vasco da Gama,4,2,35.0,255,73.0,26,2,0,0,1
7142,26,Santos,18,5,65.0,453,85.0,15,0,0,1,2
7141,26,Athletico Paranaense,4,1,29.0,223,65.0,17,5,0,6,4
7141,26,Red Bull Bragantino,21,6,71.0,506,84.0,8,2,0,6,17
7143,26,Bahia,17,6,52.0,396,89.0,22,3,1,1,8
7143,26,Flamengo,16,5,48.0,379,85.0,17,1,1,2,7
7144,26,Fortaleza,10,0,61.0,402,82.0,18,1,1,0,5
7144,26,Ceará,6,5,39.0,266,76.0,17,1,0,0,1
7145,26,Goiás,17,7,36.0,304,75.0,15,0,0,2,4
7145,26,Corinthians,19,6,64.0,537,84.0,11,1,0,5,12
7146,27,Atlético Mineiro,25,9,71.0,664,93.0,15,0,0,0,13
7146,27,Coritiba,7,3,29.0,277,82.0,13,0,0,2,3
7147,27,Sport,16,4,62.0,500,78.0,18,1,0,4,5
7147,27,Goiás,10,3,38.0,315,69.0,22,4,0,0,4
7148,27,Fortaleza,11,4,36.0,293,79.0,22,3,0,1,4
7148,27,Flamengo,13,2,64.0,519,86.0,14,3,0,0,4
7149,27,São Paulo,12,5,59.0,579,87.0,22,1,0,0,2
7149,27,Fluminense,8,1,41.0,401,81.0,17,3,0,0,0
7150,27,Botafogo,11,1,46.0,451,78.0,19,1,0,2,2
7150,27,Corinthians,13,6,54.0,508,81.0,20,1,0,2,7
7151,27,Internacional,15,10,48.0,357,79.0,12,1,0,2,7
7151,27,Bahia,14,3,52.0,377,77.0,18,3,0,0,6
7152,27,Vasco da Gama,12,4,44.0,373,84.0,11,1,0,3,5
7152,27,Athletico Paranaense,16,8,56.0,480,88.0,14,0,0,1,6
7153,27,Red Bull Bragantino,20,2,59.0,486,84.0,6,0,0,1,8
7153,27,Palmeiras,6,1,41.0,343,80.0,10,3,0,1,5
7154,27,Ceará,11,4,35.0,263,72.0,24,3,0,1,2
7154,27,Santos,11,5,65.0,473,86.0,15,2,0,2,11
7155,27,Grêmio,10,4,45.0,404,80.0,11,2,0,1,5
7155,27,Atlético Goianiense,9,2,55.0,480,85.0,15,3,0,1,9
7156,28,Bahia,17,5,51.0,419,82.0,17,4,0,1,10
7156,28,Grêmio,11,2,49.0,407,83.0,11,2,0,0,3
7157,28,Athletico Paranaense,8,4,38.0,329,78.0,21,2,0,1,3
7157,28,Botafogo,24,8,62.0,506,88.0,14,3,0,4,3
7159,28,Fortaleza,17,1,65.0,491,85.0,12,1,0,1,8
7159,28,Sport,6,1,35.0,269,73.0,14,3,0,0,4
7158,28,Goiás,11,5,43.0,359,71.0,17,3,0,2,4
7158,28,Coritiba,16,2,57.0,467,82.0,13,4,0,2,6
7160,28,Fluminense,11,5,28.0,258,69.0,22,4,0,2,4
7160,28,Flamengo,19,8,72.0,672,86.0,12,1,0,0,11
7161,28,Red Bull Bragantino,23,10,47.0,458,86.0,17,2,0,0,4
7161,28,São Paulo,8,4,53.0,493,86.0,4,2,1,3,5
7162,28,Internacional,8,3,39.0,328,79.0,16,4,0,0,4
7162,28,Ceará,19,6,61.0,495,86.0,18,6,0,0,7
7163,28,Vasco da Gama,15,6,56.0,423,82.0,17,2,0,2,4
7163,28,Atlético Goianiense,8,3,44.0,339,74.0,19,3,0,2,3
7167,29,Coritiba,13,2,40.0,389,82.0,11,2,0,0,3
7167,29,Athletico Paranaense,3,1,60.0,584,86.0,10,1,0,0,2
7166,29,Palmeiras,12,4,41.0,366,76.0,21,3,0,2,6
7166,29,Sport,11,5,59.0,518,85.0,15,5,0,2,7
7168,29,Grêmio,11,3,45.0,366,82.0,12,2,0,1,5
7168,29,Fortaleza,14,5,55.0,447,84.0,17,4,0,3,4
7169,29,São Paulo,26,5,69.0,531,89.0,19,2,0,0,8
7169,29,Santos,7,2,31.0,249,67.0,21,4,0,0,3
7170,29,Flamengo,21,5,75.0,675,90.0,10,3,0,3,6
7170,29,Ceará,8,4,25.0,233,72.0,12,1,0,0,1
7171,29,Atlético Goianiense,13,6,42.0,301,75.0,20,2,0,3,6
7171,29,Bahia,16,4,58.0,424,84.0,18,0,0,1,6
7172,29,Internacional,10,3,41.0,332,78.0,14,0,0,2,6
7172,29,Goiás,14,4,59.0,479,80.0,14,2,0,1,2
7173,29,Botafogo,12,5,49.0,458,84.0,13,0,0,4,3
7173,29,Vasco da Gama,18,7,51.0,465,82.0,11,1,0,0,6
7174,29,Red Bull Bragantino,11,4,44.0,390,79.0,15,4,0,0,6
7174,29,Atlético Mineiro,19,6,56.0,490,83.0,11,0,0,1,6
7175,29,Corinthians,19,8,58.0,522,85.0,17,1,0,1,3
7175,29,Fluminense,14,2,42.0,387,82.0,15,2,0,3,3
7176,30,Palmeiras,16,6,45.0,431,89.0,22,3,0,2,3
7176,30,Grêmio,12,7,55.0,530,87.0,10,1,0,0,7
7177,30,Fluminense,11,1,66.0,540,85.0,23,1,0,2,5
7177,30,Sport,10,0,34.0,276,72.0,18,1,1,1,4
7178,30,Vasco da Gama,10,3,53.0,507,87.0,10,2,1,1,10
7178,30,Coritiba,13,4,47.0,468,88.0,13,2,0,0,2
7179,30,São Paulo,9,2,60.0,551,89.0,14,1,0,8,3
7179,30,Athletico Paranaense,8,3,40.0,376,80.0,10,2,0,0,1
7180,30,Santos,23,5,59.0,410,85.0,8,2,0,2,15
7180,30,Botafogo,7,3,41.0,285,78.0,24,1,0,3,6
7181,30,Atlético Goianiense,13,3,39.0,356,81.0,14,3,0,2,9
7181,30,Atlético Mineiro,22,6,61.0,547,87.0,13,2,0,0,10
7182,30,Red Bull Bragantino,15,7,64.0,494,87.0,16,2,0,0,9
7182,30,Ceará,12,3,36.0,290,73.0,13,1,0,1,6
7183,30,Internacional,11,5,45.0,352,80.0,24,0,0,0,6
7183,30,Fortaleza,10,2,55.0,443,83.0,17,3,0,1,1
7164,28,Palmeiras,15,9,57.0,430,86.0,14,2,0,3,7
7164,28,Corinthians,10,4,43.0,327,77.0,11,3,1,0,7
7184,30,Goiás,9,3,40.0,357,75.0,24,5,0,1,4
7184,30,Flamengo,12,6,60.0,526,84.0,13,1,0,3,5
7186,31,Botafogo,17,5,48.0,365,78.0,17,2,0,2,3
7186,31,Atlético Goianiense,14,5,52.0,384,83.0,14,3,0,1,6
7187,31,Athletico Paranaense,12,1,60.0,528,89.0,14,0,0,2,4
7187,31,Bahia,11,4,40.0,347,81.0,15,2,0,3,9
7188,31,Atlético Mineiro,10,4,42.0,470,79.0,7,1,0,2,1
7188,31,Grêmio,8,3,58.0,637,84.0,11,1,0,1,3
7189,31,Coritiba,9,4,41.0,340,78.0,21,1,1,1,2
7189,31,Fluminense,20,5,59.0,459,84.0,10,4,1,1,12
7191,31,Red Bull Bragantino,20,9,54.0,525,86.0,12,0,0,1,3
7191,31,Vasco da Gama,8,4,46.0,455,79.0,17,0,0,0,3
7190,31,São Paulo,11,5,71.0,624,86.0,15,2,0,0,7
7190,31,Internacional,19,7,29.0,257,75.0,19,1,0,2,2
7192,31,Flamengo,15,6,51.0,460,82.0,26,2,0,1,4
7192,31,Palmeiras,6,0,49.0,444,80.0,15,2,0,2,1
7193,31,Santos,12,3,53.0,378,82.0,14,0,0,1,5
7193,31,Fortaleza,10,3,47.0,340,78.0,20,3,0,4,7
7194,31,Ceará,12,4,42.0,385,78.0,11,0,0,0,1
7194,31,Goiás,14,2,58.0,513,82.0,12,1,0,1,6
7195,31,Sport,10,4,38.0,348,77.0,7,0,0,3,5
7195,31,Corinthians,20,12,62.0,545,83.0,9,1,0,2,6
7196,32,Coritiba,10,3,35.0,367,76.0,16,2,0,0,2
7196,32,São Paulo,18,6,65.0,641,89.0,19,1,0,1,7
7197,32,Vasco da Gama,6,3,25.0,234,72.0,15,4,0,0,2
7197,32,Atlético Mineiro,17,4,75.0,684,90.0,11,1,0,0,9
7198,32,Internacional,17,4,45.0,382,81.0,19,2,0,0,6
7198,32,Grêmio,9,3,55.0,467,82.0,15,2,0,1,1
7200,32,Ceará,9,3,40.0,338,79.0,9,2,1,3,2
7200,32,Palmeiras,12,4,60.0,480,85.0,16,5,0,6,7
7199,32,Athletico Paranaense,11,8,41.0,384,82.0,20,2,0,4,3
7199,32,Flamengo,12,2,59.0,556,88.0,11,0,0,1,3
7202,32,Bahia,9,2,42.0,335,77.0,8,0,0,1,3
7202,32,Sport,19,6,58.0,456,83.0,16,3,0,5,10
7203,32,Goiás,17,6,36.0,269,71.0,19,4,0,2,3
7203,32,Santos,20,9,64.0,476,87.0,11,4,0,4,11
7201,32,Atlético Goianiense,7,3,45.0,329,79.0,12,2,0,0,5
7201,32,Fortaleza,11,3,55.0,395,82.0,13,1,1,2,5
7204,32,Fluminense,12,5,48.0,394,83.0,20,2,0,0,2
7204,32,Botafogo,5,0,52.0,435,81.0,20,1,0,1,1
7205,32,Corinthians,13,5,60.0,546,77.0,16,5,0,2,8
7205,32,Red Bull Bragantino,13,4,40.0,378,72.0,14,4,0,3,3
6895,1,Palmeiras,14,3,55.0,477,84.0,19,1,0,0,6
6895,1,Vasco da Gama,12,3,45.0,390,78.0,11,1,0,2,3
7165,28,Santos,5,3,34.0,341,75.0,14,1,0,0,2
7165,28,Atlético Mineiro,10,5,66.0,665,87.0,10,1,0,1,4
7115,23,Grêmio,8,5,51.0,548,87.0,15,5,0,1,2
7115,23,Flamengo,14,6,49.0,531,88.0,24,3,0,0,5
7185,30,Bahia,8,7,41.0,291,70.0,24,3,0,0,3
7185,30,Corinthians,15,5,59.0,382,77.0,19,1,0,1,10
7208,33,São Paulo,13,3,60.0,498,85.0,9,1,0,1,5
7208,33,Atlético Goianiense,11,3,40.0,335,73.0,13,3,0,1,8
7206,33,Vasco da Gama,8,5,49.0,400,87.0,15,1,1,0,6
7206,33,Bahia,9,2,51.0,418,85.0,16,3,0,1,6
7207,33,Ceará,9,2,45.0,379,81.0,15,0,0,1,4
7207,33,Athletico Paranaense,11,2,55.0,454,83.0,18,2,0,2,4
7209,33,Grêmio,20,3,53.0,469,87.0,12,3,0,2,3
7209,33,Coritiba,8,2,47.0,407,84.0,26,3,0,0,2
7210,33,Fortaleza,4,1,27.0,301,78.0,15,1,0,2,1
7210,33,Atlético Mineiro,12,5,73.0,787,91.0,16,0,0,3,5
7211,33,Red Bull Bragantino,16,6,64.0,538,84.0,12,0,0,0,7
7211,33,Internacional,12,3,36.0,308,73.0,11,3,0,0,3
7212,33,Goiás,12,0,57.0,490,83.0,15,2,0,0,2
7212,33,Fluminense,17,6,43.0,372,79.0,9,1,0,1,7
7213,33,Flamengo,21,9,62.0,563,87.0,20,2,0,1,6
7213,33,Sport,8,2,38.0,349,81.0,15,2,0,0,2
7214,33,Palmeiras,17,2,54.0,437,87.0,16,2,0,1,12
7214,33,Botafogo,18,3,46.0,388,83.0,10,1,0,0,6
7216,34,Grêmio,17,6,63.0,539,88.0,12,5,0,1,5
7216,34,Santos,9,6,37.0,313,79.0,20,1,1,0,3
7217,34,Atlético Goianiense,8,1,48.0,388,73.0,7,3,0,1,3
7217,34,Red Bull Bragantino,21,10,52.0,414,80.0,15,3,0,2,8
7218,34,Ceará,7,1,65.0,561,83.0,14,0,0,2,3
7218,34,Corinthians,18,7,35.0,305,73.0,18,0,0,2,8
7219,34,Goiás,3,1,23.0,249,67.0,13,3,0,2,1
7219,34,Atlético Mineiro,19,2,77.0,819,89.0,13,3,0,4,8
7220,34,Fluminense,13,6,45.0,435,85.0,11,1,0,2,1
7220,34,Bahia,12,6,55.0,521,88.0,15,1,0,0,4
7221,34,Coritiba,5,2,46.0,345,82.0,15,3,2,3,4
7221,34,Fortaleza,15,7,54.0,400,83.0,18,2,0,0,4
7222,34,Vasco da Gama,6,3,39.0,346,82.0,15,3,0,1,5
7222,34,Flamengo,17,6,61.0,530,86.0,19,1,0,0,7
7223,34,Athletico Paranaense,12,4,70.0,587,86.0,15,3,0,2,3
7223,34,Internacional,5,1,30.0,256,73.0,20,2,0,1,2
7224,34,Sport,10,2,34.0,284,69.0,19,3,0,0,8
7224,34,Botafogo,25,6,66.0,542,85.0,11,1,0,3,10
7226,35,Bahia,9,7,47.0,379,77.0,18,3,1,1,8
7226,35,Goiás,17,6,53.0,422,82.0,13,4,0,1,1
7227,35,Santos,18,3,70.0,493,86.0,13,2,0,4,10
7227,35,Atlético Goianiense,8,3,30.0,233,64.0,18,2,1,1,0
7228,35,Flamengo,15,7,55.0,433,77.0,16,2,0,4,4
7228,35,Red Bull Bragantino,12,5,45.0,360,77.0,20,4,0,1,5
7229,35,Botafogo,18,6,46.0,409,86.0,14,0,0,1,5
7229,35,Grêmio,13,7,54.0,468,86.0,18,0,0,1,2
7230,35,Internacional,17,2,60.0,530,86.0,12,2,2,0,7
7230,35,Sport,7,2,40.0,377,79.0,11,3,0,1,3
7231,35,Fortaleza,17,7,43.0,390,82.0,15,2,0,1,5
7231,35,Vasco da Gama,12,1,57.0,487,87.0,14,3,0,1,7
7232,35,Ceará,8,2,38.0,338,78.0,17,4,0,2,4
7232,35,São Paulo,18,9,62.0,518,84.0,11,4,0,2,8
7233,35,Fluminense,10,3,27.0,308,76.0,8,0,0,3,6
7233,35,Atlético Mineiro,8,1,73.0,848,89.0,13,1,0,1,6
7234,35,Corinthians,17,8,44.0,420,82.0,19,3,0,1,3
7234,35,Athletico Paranaense,12,7,56.0,530,86.0,12,0,0,0,2
7236,36,Goiás,11,7,54.0,415,84.0,22,4,0,2,2
7236,36,Botafogo,11,3,46.0,351,82.0,26,3,1,2,5
7237,36,Bahia,13,5,28.0,298,77.0,9,1,0,1,2
7237,36,Atlético Mineiro,21,4,72.0,745,90.0,10,1,0,1,6
7238,36,Coritiba,8,3,43.0,362,83.0,16,4,0,1,3
7238,36,Santos,17,6,57.0,472,85.0,15,0,0,3,7
7239,36,Corinthians,11,3,34.0,307,73.0,16,5,0,1,3
7239,36,Flamengo,14,5,66.0,597,85.0,21,1,0,4,4
7240,36,Vasco da Gama,8,0,65.0,460,83.0,9,1,0,2,3
7240,36,Internacional,16,7,35.0,257,71.0,20,6,0,0,9
7241,36,Atlético Goianiense,11,4,40.0,306,79.0,9,1,0,3,4
7241,36,Athletico Paranaense,8,3,60.0,453,86.0,14,3,0,4,7
7242,36,Fortaleza,5,1,32.0,281,72.0,11,3,0,0,4
7242,36,Palmeiras,13,6,68.0,611,90.0,16,0,0,4,3
7243,36,Grêmio,5,3,52.0,520,86.0,19,4,1,0,5
7243,36,São Paulo,11,4,48.0,492,87.0,18,4,0,0,2
7244,36,Ceará,13,5,52.0,435,85.0,18,1,0,0,9
7244,36,Fluminense,9,4,48.0,429,82.0,8,1,0,0,0
7245,36,Red Bull Bragantino,22,6,69.0,580,84.0,10,0,0,1,15
7245,36,Sport,4,0,31.0,273,65.0,8,3,0,0,1
7215,33,Santos,11,5,46.0,368,78.0,24,0,0,2,6
7215,33,Corinthians,11,4,54.0,417,81.0,25,0,0,2,5
7235,35,Palmeiras,15,4,53.0,434,83.0,20,3,1,3,4
7235,35,Coritiba,13,4,47.0,381,82.0,16,2,0,1,5
7225,34,São Paulo,7,3,42.0,314,75.0,16,2,0,3,1
7225,34,Palmeiras,8,2,58.0,431,83.0,14,1,0,3,5
7246,37,Ceará,11,4,37.0,336,76.0,9,0,0,1,5
7246,37,Coritiba,16,5,63.0,573,88.0,14,1,0,2,7
7247,37,Bahia,12,7,39.0,353,84.0,13,3,0,1,0
7247,37,Fortaleza,11,3,61.0,547,90.0,15,3,1,0,2
7249,37,Vasco da Gama,7,0,32.0,279,71.0,18,2,0,6,4
7249,37,Corinthians,14,4,68.0,587,85.0,23,1,0,1,7
7248,37,Sport,9,3,39.0,372,79.0,16,4,0,0,2
7248,37,Atlético Mineiro,25,10,61.0,585,87.0,13,4,0,0,4
7250,37,Internacional,12,3,40.0,302,75.0,14,0,1,0,4
7250,37,Flamengo,10,4,60.0,456,86.0,21,4,0,3,1
7251,37,Fluminense,7,3,38.0,281,75.0,19,4,1,1,4
7251,37,Santos,8,2,62.0,454,84.0,20,3,0,1,4
7252,37,Athletico Paranaense,8,2,50.0,465,85.0,17,1,2,4,2
7252,37,Grêmio,11,2,50.0,463,86.0,19,3,0,1,2
7253,37,Goiás,14,1,43.0,317,69.0,18,2,0,1,3
7253,37,Red Bull Bragantino,14,5,57.0,405,77.0,20,0,0,1,11
7254,37,Palmeiras,19,4,64.0,543,87.0,20,2,0,0,9
7254,37,Atlético Goianiense,9,3,36.0,307,75.0,13,1,0,1,6
7255,37,Botafogo,19,8,47.0,428,85.0,12,3,0,2,4
7255,37,São Paulo,7,1,53.0,457,83.0,15,5,1,0,3
7264,38,Vasco da Gama,27,12,48.0,390,85.0,12,1,0,2,9
7264,38,Goiás,20,5,52.0,405,84.0,18,2,0,2,6
7256,38,Grêmio,15,2,44.0,370,79.0,12,0,0,0,7
7256,38,Red Bull Bragantino,19,6,56.0,471,82.0,24,4,0,1,3
7257,38,Bahia,16,5,48.0,447,85.0,11,0,0,2,4
7257,38,Santos,15,5,52.0,475,88.0,13,0,0,1,4
7258,38,Athletico Paranaense,18,8,56.0,480,83.0,15,0,0,2,8
7258,38,Sport,15,4,44.0,362,80.0,10,1,0,2,5
7259,38,Coritiba,9,1,44.0,435,82.0,9,1,0,1,4
7259,38,Atlético Goianiense,18,7,56.0,556,87.0,8,0,0,1,7
7261,38,Botafogo,17,3,53.0,505,90.0,4,0,0,2,7
7261,38,Ceará,12,6,47.0,469,86.0,7,2,1,0,5
7263,38,Palmeiras,9,4,48.0,424,80.0,17,0,0,1,4
7263,38,Atlético Mineiro,19,8,52.0,451,89.0,22,3,0,5,5
7265,38,Fluminense,9,3,48.0,401,86.0,10,0,0,0,3
7265,38,Fortaleza,9,2,52.0,422,85.0,12,0,0,1,5
7260,38,Corinthians,6,1,47.0,393,73.0,16,2,0,1,5
7260,38,Internacional,16,5,53.0,418,80.0,13,0,0,6,12
7262,38,São Paulo,4,2,36.0,305,74.0,27,6,0,0,1
7262,38,Flamengo,20,1,64.0,510,84.0,24,3,0,2,7
7266,1,Juventude,7,3,40.0,342,77.0,14,3,0,1,1
7266,1,Cuiabá,14,2,60.0,490,85.0,14,1,0,0,9
7267,1,Bahia,5,3,34.0,304,75.0,18,3,0,2,4
7267,1,Santos,12,4,66.0,563,88.0,9,3,0,2,11
7268,1,Fluminense,11,5,28.0,251,70.0,12,2,0,2,5
7268,1,São Paulo,7,3,72.0,636,87.0,10,1,0,2,4
7269,1,Fortaleza,18,5,45.0,329,82.0,19,4,0,3,4
7269,1,Atlético Mineiro,13,4,55.0,398,81.0,16,2,0,2,5
7271,1,Grêmio,12,3,65.0,520,83.0,18,3,0,0,4
7271,1,Ceará,12,6,35.0,277,70.0,17,3,0,2,5
7270,1,Flamengo,14,10,62.0,503,87.0,25,2,0,0,3
7270,1,Palmeiras,12,5,38.0,300,81.0,21,3,0,3,4
7273,1,Red Bull Bragantino,18,8,57.0,552,87.0,12,0,0,2,7
7273,1,Chapecoense,10,2,43.0,428,79.0,9,1,0,0,5
7272,1,Corinthians,15,6,61.0,518,83.0,18,5,0,1,10
7272,1,Atlético Goianiense,7,2,39.0,351,72.0,14,3,0,5,3
7274,1,Athletico Paranaense,11,5,57.0,557,83.0,18,1,0,0,3
7274,1,América Mineiro,14,4,43.0,429,81.0,9,2,0,0,1
7275,1,Internacional,11,4,57.0,485,86.0,24,4,0,0,6
7275,1,Sport,8,5,43.0,362,82.0,15,2,0,2,1
7276,2,São Paulo,14,3,62.0,459,85.0,14,5,0,1,12
7276,2,Atlético Goianiense,9,4,38.0,291,74.0,16,4,0,1,3
7277,2,Ceará,6,3,43.0,419,82.0,19,1,0,3,1
7277,2,Santos,15,5,57.0,548,84.0,18,3,0,1,4
7278,2,Bahia,9,3,39.0,295,72.0,13,4,0,3,2
7278,2,Red Bull Bragantino,24,6,61.0,442,83.0,12,2,0,1,9
7279,2,Cuiabá,10,4,56.0,489,84.0,15,1,0,4,1
7279,2,Fluminense,8,3,44.0,394,84.0,22,2,0,0,0
7280,2,América Mineiro,10,4,56.0,483,81.0,12,2,0,4,6
7280,2,Corinthians,6,4,44.0,386,77.0,19,3,0,0,4
7281,2,Internacional,5,3,48.0,353,81.0,21,4,2,1,4
7281,2,Fortaleza,14,8,52.0,378,80.0,19,1,0,2,1
7283,2,Chapecoense,6,4,33.0,279,76.0,11,0,0,2,3
7283,2,Palmeiras,17,4,67.0,550,88.0,10,2,0,1,5
7282,2,Athletico Paranaense,11,5,41.0,366,82.0,27,2,0,3,1
7282,2,Juventude,13,1,59.0,519,88.0,14,0,0,1,5
7284,2,Atlético Mineiro,10,1,52.0,474,87.0,15,2,0,0,7
7284,2,Sport,8,1,48.0,448,88.0,18,3,0,1,4
7286,3,Santos,18,2,76.0,703,89.0,14,2,0,0,8
7286,3,Juventude,2,0,24.0,236,70.0,20,3,0,3,0
7287,3,Palmeiras,12,3,52.0,491,85.0,14,3,0,4,4
7287,3,Corinthians,9,4,48.0,458,85.0,14,0,0,2,4
7288,3,Atlético Mineiro,9,2,42.0,382,84.0,14,0,0,2,4
7288,3,São Paulo,5,0,58.0,514,87.0,22,1,0,1,5
7289,3,Athletico Paranaense,9,4,36.0,350,78.0,12,4,0,0,4
7289,3,Grêmio,10,1,64.0,610,87.0,21,5,0,0,6
7290,3,Flamengo,20,6,65.0,672,88.0,17,0,0,3,4
7290,3,América Mineiro,9,1,35.0,366,77.0,18,0,0,1,2
7292,3,Fortaleza,13,7,59.0,480,84.0,22,3,0,2,3
7292,3,Sport,5,0,41.0,337,74.0,16,3,1,0,3
7294,3,Chapecoense,8,3,38.0,308,76.0,16,2,0,0,2
7294,3,Ceará,14,6,62.0,511,84.0,14,2,0,1,7
7291,3,Internacional,6,4,33.0,244,68.0,16,4,1,2,5
7291,3,Bahia,14,3,67.0,490,84.0,14,4,0,2,6
7293,3,Fluminense,15,4,53.0,437,77.0,8,1,0,2,10
7293,3,Red Bull Bragantino,16,5,47.0,390,78.0,11,3,0,0,10
7296,4,Atlético Mineiro,6,2,42.0,437,80.0,13,1,0,0,1
7296,4,Internacional,11,1,58.0,561,86.0,13,3,0,1,8
7297,4,Chapecoense,7,3,48.0,419,78.0,13,2,0,3,1
7297,4,São Paulo,13,3,52.0,423,83.0,9,3,1,3,9
7298,4,Corinthians,5,2,42.0,367,77.0,13,2,0,2,9
7298,4,Red Bull Bragantino,21,5,58.0,494,85.0,15,0,0,1,12
7299,4,Palmeiras,13,5,58.0,527,87.0,24,3,0,1,4
7299,4,Juventude,11,2,42.0,379,84.0,11,0,0,0,7
7301,4,Ceará,13,3,62.0,428,79.0,19,3,0,0,7
7301,4,Bahia,9,3,38.0,271,64.0,16,5,0,0,2
7300,4,Cuiabá,8,3,43.0,322,75.0,16,1,0,3,2
7300,4,América Mineiro,20,6,57.0,413,82.0,16,1,0,2,3
7303,4,Atlético Goianiense,9,1,57.0,378,79.0,18,3,0,0,9
7303,4,Fortaleza,5,1,43.0,298,73.0,13,1,0,6,4
7304,4,Fluminense,9,5,29.0,249,65.0,14,4,0,1,2
7304,4,Santos,18,8,71.0,616,86.0,9,3,0,1,9
7302,4,Sport,10,4,33.0,301,71.0,16,5,0,1,2
7302,4,Grêmio,14,7,67.0,600,87.0,11,4,0,2,7
7306,5,Flamengo,20,9,68.0,561,87.0,15,2,0,0,14
7306,5,Red Bull Bragantino,9,4,32.0,272,76.0,13,3,0,2,2
7307,5,Palmeiras,15,6,58.0,422,77.0,15,3,0,0,7
7307,5,América Mineiro,12,5,42.0,316,72.0,10,4,0,3,5
7308,5,Bahia,12,2,52.0,535,86.0,10,1,0,0,3
7308,5,Corinthians,10,3,48.0,505,83.0,18,3,0,2,8
7309,5,Internacional,10,3,62.0,407,74.0,16,2,0,1,6
7309,5,Ceará,14,2,38.0,252,64.0,23,3,0,1,7
7311,5,Athletico Paranaense,12,3,49.0,440,83.0,17,2,0,2,4
7311,5,Atlético Goianiense,10,3,51.0,477,82.0,15,2,0,1,3
7310,5,Fluminense,4,3,37.0,321,74.0,17,0,0,2,3
7310,5,Fortaleza,16,2,63.0,534,86.0,14,3,0,6,7
7312,5,Santos,11,5,38.0,271,66.0,22,2,0,3,3
7312,5,São Paulo,8,1,62.0,413,75.0,20,4,0,2,7
7313,5,Sport,13,2,49.0,484,84.0,9,0,0,1,5
7313,5,Juventude,8,4,51.0,508,84.0,16,4,0,2,3
7314,5,Atlético Mineiro,14,2,67.0,593,88.0,9,1,0,0,9
7314,5,Chapecoense,13,1,33.0,281,72.0,10,1,0,2,7
7317,6,Cuiabá,5,3,34.0,323,72.0,14,1,0,0,2
7317,6,São Paulo,17,7,66.0,614,87.0,18,1,0,3,5
7318,6,Fortaleza,10,5,37.0,286,73.0,15,1,0,2,2
7318,6,Flamengo,19,7,63.0,470,84.0,18,1,0,1,11
7319,6,Red Bull Bragantino,12,6,47.0,428,82.0,13,3,0,1,5
7319,6,Palmeiras,17,5,53.0,446,81.0,13,3,0,1,10
7316,6,Atlético Goianiense,9,2,49.0,390,82.0,22,3,0,0,6
7316,6,Fluminense,3,2,51.0,394,80.0,17,3,0,4,5
7320,6,Juventude,8,3,46.0,408,82.0,16,2,0,1,3
7320,6,América Mineiro,12,2,54.0,459,84.0,17,1,1,0,8
7322,6,Sport,9,3,49.0,475,84.0,17,3,0,0,5
7322,6,Corinthians,16,3,51.0,502,86.0,8,0,0,1,4
7321,6,Chapecoense,11,5,53.0,366,78.0,12,2,1,2,9
7321,6,Internacional,25,11,47.0,345,77.0,19,3,2,3,9
7323,6,Atlético Mineiro,16,6,67.0,541,84.0,16,4,0,5,7
7323,6,Ceará,16,8,33.0,262,67.0,16,3,0,1,6
7325,6,Grêmio,19,6,47.0,415,81.0,21,2,0,2,7
7325,6,Santos,6,3,53.0,483,84.0,14,3,0,2,1
7324,6,Athletico Paranaense,9,4,30.0,256,64.0,8,1,2,1,2
7324,6,Bahia,20,7,70.0,577,86.0,12,2,0,3,9
7326,7,Flamengo,13,2,65.0,510,72.0,12,1,0,1,10
7326,7,Juventude,8,4,35.0,284,51.0,17,2,0,4,5
7327,7,Fluminense,15,5,46.0,449,85.0,14,3,1,1,8
7327,7,Corinthians,10,4,54.0,535,86.0,11,1,0,0,5
7329,7,Athletico Paranaense,18,5,62.0,519,84.0,12,1,0,0,6
7329,7,Chapecoense,12,5,38.0,313,72.0,15,1,0,2,5
7330,7,Fortaleza,15,6,42.0,301,72.0,12,4,0,3,5
7330,7,Grêmio,18,5,58.0,398,81.0,13,2,1,1,10
7328,7,Bahia,18,4,42.0,331,74.0,16,4,0,1,7
7328,7,Palmeiras,19,8,58.0,437,80.0,10,3,0,6,7
7331,7,Santos,11,6,49.0,406,79.0,20,4,0,1,4
7331,7,Atlético Mineiro,11,3,51.0,408,78.0,16,2,1,4,6
7332,7,Internacional,10,3,60.0,474,79.0,20,3,0,0,5
7332,7,América Mineiro,13,6,40.0,309,72.0,16,2,0,1,5
7334,7,São Paulo,11,2,64.0,461,83.0,12,6,0,5,6
7334,7,Ceará,18,7,36.0,268,69.0,20,4,0,1,3
